measure_id,type_id,sector_id,industry_id,state_id,quarter_id,net_change
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,1994-Q4,564.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,1995-Q2,564.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,1995-Q4,567.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,1996-Q2,571.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,1996-Q4,581.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,1997-Q2,588.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,1997-Q4,603.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,1998-Q2,623.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,1998-Q4,619.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,1999-Q2,596.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,1999-Q4,617.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2000-Q2,665.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2000-Q4,671.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2001-Q2,677.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2001-Q4,683.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2002-Q2,674.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2002-Q4,706.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2003-Q2,728.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2003-Q4,720.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2004-Q2,716.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2004-Q4,756.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2005-Q2,788.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2005-Q4,826.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2006-Q2,835.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2006-Q4,846.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2007-Q2,873.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2007-Q4,904.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2008-Q2,932.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2008-Q4,944.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2009-Q2,982.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2009-Q4,1011.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2010-Q2,1045.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2010-Q4,1063.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2011-Q2,1125.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2011-Q4,1175.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2012-Q2,1200.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2012-Q4,1235.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2013-Q2,1252.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2013-Q4,1222.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2014-Q2,1198.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2014-Q4,1234.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2015-Q2,1266.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2015-Q4,1296.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2016-Q2,1382.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2016-Q4,1402.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2017-Q2,1400.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2017-Q4,1443.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2018-Q2,1414.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2018-Q4,1351.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2019-Q2,1400.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2019-Q4,1407.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2020-Q2,1443.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2020-Q4,1381.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2021-Q2,1387.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2021-Q4,1387.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,7: Northern Territory,2022-Q2,1430.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2012-Q2,911.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2012-Q4,930.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2013-Q2,941.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2013-Q4,942.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2014-Q2,932.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2014-Q4,955.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2015-Q2,959.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2015-Q4,961.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2016-Q2,954.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2016-Q4,977.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2017-Q2,1016.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2017-Q4,1022.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2018-Q2,1037.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2018-Q4,1047.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2019-Q2,1050.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2019-Q4,1062.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2020-Q2,1080.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2020-Q4,1080.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2021-Q2,1132.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2021-Q4,1123.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,6: Tasmania,2022-Q2,1163.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,1994-Q4,701.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,1995-Q2,726.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,1995-Q4,720.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,1996-Q2,737.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,1996-Q4,761.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,1997-Q2,776.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,1997-Q4,826.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,1998-Q2,789.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,1998-Q4,802.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,1999-Q2,761.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,1999-Q4,781.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2000-Q2,803.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2000-Q4,804.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2001-Q2,817.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2001-Q4,827.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2002-Q2,833.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2002-Q4,849.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2003-Q2,883.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2003-Q4,907.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2004-Q2,922.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2004-Q4,969.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2005-Q2,972.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2005-Q4,999.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2006-Q2,1014.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2006-Q4,1015.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2007-Q2,1017.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2007-Q4,990.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2008-Q2,1033.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2008-Q4,1070.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2009-Q2,1066.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2009-Q4,1088.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2010-Q2,1124.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2010-Q4,1185.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2011-Q2,1179.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2011-Q4,1219.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2012-Q2,1284.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2012-Q4,1317.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2013-Q2,1329.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2013-Q4,1365.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2014-Q2,1357.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2014-Q4,1358.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2015-Q2,1368.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2015-Q4,1377.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2016-Q2,1397.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2016-Q4,1401.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2017-Q2,1434.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2017-Q4,1465.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2018-Q2,1525.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2018-Q4,1494.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2019-Q2,1544.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2019-Q4,1601.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2020-Q2,1521.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2020-Q4,1571.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2021-Q2,1551.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2021-Q4,1593.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,"I: Transport, Postal and Warehousing",AUS: Australia,2022-Q2,1606.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,1994-Q4,563.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,1995-Q2,568.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,1995-Q4,573.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,1996-Q2,573.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,1996-Q4,574.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,1997-Q2,592.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,1997-Q4,599.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,1998-Q2,614.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,1998-Q4,626.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,1999-Q2,623.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,1999-Q4,631.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2000-Q2,635.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2000-Q4,645.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2001-Q2,672.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2001-Q4,680.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2002-Q2,692.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2002-Q4,698.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2003-Q2,720.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2003-Q4,727.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2004-Q2,745.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2004-Q4,760.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2005-Q2,762.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2005-Q4,770.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2006-Q2,795.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2006-Q4,809.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2007-Q2,829.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2007-Q4,820.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2008-Q2,840.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2008-Q4,848.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2009-Q2,879.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2009-Q4,911.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2010-Q2,939.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2010-Q4,954.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2011-Q2,973.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2011-Q4,985.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2012-Q2,1019.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2012-Q4,1045.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2013-Q2,1063.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2013-Q4,1080.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2014-Q2,1105.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2014-Q4,1117.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2015-Q2,1134.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2015-Q4,1121.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2016-Q2,1146.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2016-Q4,1151.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2017-Q2,1184.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2017-Q4,1162.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2018-Q2,1190.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2018-Q4,1187.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2019-Q2,1216.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2019-Q4,1242.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2020-Q2,1292.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2020-Q4,1283.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2021-Q2,1318.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2021-Q4,1331.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,P: Education and Training,AUS: Australia,2022-Q2,1324.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,1994-Q4,585.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,1995-Q2,599.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,1995-Q4,605.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,1996-Q2,638.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,1996-Q4,625.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,1997-Q2,650.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,1997-Q4,630.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,1998-Q2,643.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,1998-Q4,674.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,1999-Q2,681.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,1999-Q4,692.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2000-Q2,700.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2000-Q4,741.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2001-Q2,752.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2001-Q4,764.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2002-Q2,775.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2002-Q4,773.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2003-Q2,794.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2003-Q4,771.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2004-Q2,759.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2004-Q4,767.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2005-Q2,822.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2005-Q4,812.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2006-Q2,875.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2006-Q4,899.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2007-Q2,911.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2007-Q4,944.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2008-Q2,956.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2008-Q4,1004.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2009-Q2,1007.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2009-Q4,1025.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2010-Q2,1049.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2010-Q4,1094.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2011-Q2,1112.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2011-Q4,1129.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2012-Q2,1165.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2012-Q4,1189.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2013-Q2,1210.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2013-Q4,1244.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2014-Q2,1313.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2014-Q4,1247.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2015-Q2,1240.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2015-Q4,1241.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2016-Q2,1259.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2016-Q4,1276.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2017-Q2,1301.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,4: South Australia,2017-Q4,1270.7
