measure_id,type_id,sector_id,industry_id,state_id,quarter_id,net_change
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2005-Q4,1039.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2006-Q2,1025.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2006-Q4,1049.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2007-Q2,1129.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2007-Q4,1172.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2008-Q2,1187.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2008-Q4,1228.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2009-Q2,1255.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2009-Q4,1275.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2010-Q2,1294.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2010-Q4,1336.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2011-Q2,1356.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2011-Q4,1365.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2012-Q2,1404.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2012-Q4,1434.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2013-Q2,1475.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2013-Q4,1458.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2014-Q2,1441.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2014-Q4,1437.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2015-Q2,1472.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2015-Q4,1492.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2016-Q2,1571.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2016-Q4,1622.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2017-Q2,1639.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2017-Q4,1672.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2018-Q2,1632.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2018-Q4,1701.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2019-Q2,1688.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2019-Q4,1656.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2020-Q2,1763.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2020-Q4,1715.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2021-Q2,1730.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2021-Q4,1816.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,J: Information Media and Telecommunications,AUS: Australia,2022-Q2,1863.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,1994-Q4,465.4
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,1995-Q2,457.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,1995-Q4,481.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,1996-Q2,462.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,1996-Q4,463.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,1997-Q2,473.6
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,1997-Q4,461.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,1998-Q2,472.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,1998-Q4,479.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,1999-Q2,479.3
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,1999-Q4,494.0
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2000-Q2,501.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2000-Q4,486.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2001-Q2,508.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2001-Q4,500.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2002-Q2,491.6
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2002-Q4,557.7
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2003-Q2,542.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2003-Q4,565.2
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2004-Q2,604.3
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2004-Q4,628.4
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2005-Q2,630.4
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2005-Q4,630.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2006-Q2,629.7
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2006-Q4,637.7
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2007-Q2,658.2
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2007-Q4,675.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2008-Q2,676.7
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2008-Q4,674.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2009-Q2,683.0
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2009-Q4,723.0
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2010-Q2,727.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2010-Q4,769.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2011-Q2,785.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2011-Q4,801.3
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2012-Q2,834.7
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2012-Q4,860.6
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2013-Q2,843.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2013-Q4,845.2
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2014-Q2,834.0
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2014-Q4,859.7
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2015-Q2,856.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2015-Q4,864.4
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2016-Q2,859.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2016-Q4,906.2
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2017-Q2,925.2
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2017-Q4,944.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2018-Q2,939.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2018-Q4,959.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2019-Q2,948.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2019-Q4,958.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2020-Q2,960.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2020-Q4,969.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2021-Q2,1019.0
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2021-Q4,1016.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,6: Tasmania,2022-Q2,1052.3
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,1994-Q4,443.0
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,1995-Q2,464.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,1995-Q4,478.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,1996-Q2,470.3
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,1996-Q4,495.7
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,1997-Q2,492.2
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,1997-Q4,530.6
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,1998-Q2,583.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,1998-Q4,554.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,1999-Q2,515.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,1999-Q4,590.7
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2000-Q2,589.3
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2000-Q4,639.6
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2001-Q2,572.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2001-Q4,544.6
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2002-Q2,577.6
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2002-Q4,581.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2003-Q2,644.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2003-Q4,611.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2004-Q2,634.7
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2004-Q4,660.4
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2005-Q2,697.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2005-Q4,775.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2006-Q2,881.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2006-Q4,926.6
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2007-Q2,791.6
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2007-Q4,851.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2008-Q2,801.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2008-Q4,868.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2009-Q2,842.3
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2009-Q4,906.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2010-Q2,924.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2010-Q4,990.2
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2011-Q2,1035.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2011-Q4,1098.4
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2012-Q2,1187.6
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2012-Q4,1193.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2013-Q2,1152.4
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2013-Q4,1028.8
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2014-Q2,1042.4
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2014-Q4,1052.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2015-Q2,1067.6
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2015-Q4,1092.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2016-Q2,1058.2
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2016-Q4,1072.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2017-Q2,1133.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2017-Q4,1107.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2018-Q2,1167.4
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2018-Q4,1203.5
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2019-Q2,1199.4
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2019-Q4,1107.2
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2020-Q2,1231.3
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2020-Q4,1134.9
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2021-Q2,1186.1
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2021-Q4,1238.0
1: All employees average weekly total earnings,1: Earnings,1: Private,TOT: All Industries,8: Australian Capital Territory,2022-Q2,1211.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2012-Q2,1540.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2012-Q4,1582.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2013-Q2,1597.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2013-Q4,1493.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2014-Q2,1500.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2014-Q4,1522.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2015-Q2,1518.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2015-Q4,1542.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2016-Q2,1510.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2016-Q4,1516.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2017-Q2,1557.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2017-Q4,1583.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2018-Q2,1648.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2018-Q4,1674.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2019-Q2,1607.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2019-Q4,1572.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2020-Q2,1621.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2020-Q4,1627.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2021-Q2,1650.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2021-Q4,1734.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,TOT: All Industries,8: Australian Capital Territory,2022-Q2,1720.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,1994-Q4,399.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,1995-Q2,385.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,1995-Q4,390.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,1996-Q2,380.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,1996-Q4,381.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,1997-Q2,390.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,1997-Q4,392.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,1998-Q2,410.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,1998-Q4,414.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,1999-Q2,410.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,1999-Q4,429.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2000-Q2,430.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2000-Q4,427.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2001-Q2,425.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2001-Q4,440.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2002-Q2,432.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2002-Q4,443.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2003-Q2,422.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2003-Q4,429.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2004-Q2,414.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2004-Q4,416.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2005-Q2,425.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2005-Q4,436.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2006-Q2,462.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2006-Q4,492.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2007-Q2,508.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2007-Q4,518.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2008-Q2,502.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2008-Q4,513.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2009-Q2,493.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2009-Q4,524.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2010-Q2,547.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2010-Q4,576.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2011-Q2,560.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2011-Q4,570.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2012-Q2,587.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2012-Q4,599.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2013-Q2,618.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2013-Q4,575.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2014-Q2,568.8
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2014-Q4,563.3
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2015-Q2,618.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2015-Q4,630.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2016-Q2,615.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2016-Q4,579.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2017-Q2,625.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2017-Q4,616.1
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2018-Q2,615.9
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2018-Q4,631.4
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2019-Q2,635.0
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2019-Q4,644.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2020-Q2,648.2
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2020-Q4,651.7
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2021-Q2,716.6
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2021-Q4,748.5
1: All employees average weekly total earnings,1: Earnings,7: Private and Public,H: Accommodation and Food Services,AUS: Australia,2022-Q2,771.9
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2012-Q2,1464.2
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2012-Q4,1496.9
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2013-Q2,1520.3
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2013-Q4,1532.9
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2014-Q2,1557.0
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2014-Q4,1554.9
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2015-Q2,1581.8
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2015-Q4,1604.1
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2016-Q2,1619.3
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2016-Q4,1647.1
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2017-Q2,1665.7
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2017-Q4,1693.1
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2018-Q2,1707.8
1: All employees average weekly total earnings,1: Earnings,2: Public,TOT: All Industries,AUS: Australia,2018-Q4,1733.0
