DATAFLOW,MEASURE: Measure,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1994-Q2,781,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1994-Q3,940,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1994-Q4,155,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1995-Q1,2099,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1995-Q2,450,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1995-Q3,1042,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1995-Q4,142,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1996-Q1,1490,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1996-Q2,1117,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1996-Q3,598,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1996-Q4,428,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1997-Q1,255,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1997-Q2,-377,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1997-Q3,-275,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1997-Q4,23,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1998-Q1,745,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1998-Q2,506,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1998-Q3,200,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1998-Q4,568,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1999-Q1,1166,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1999-Q2,705,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1999-Q3,662,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,1999-Q4,598,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2000-Q1,1300,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2000-Q2,504,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2000-Q3,844,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2000-Q4,862,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2001-Q1,1585,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2001-Q2,1012,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2001-Q3,404,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2001-Q4,932,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2002-Q1,1313,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2002-Q2,440,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2002-Q3,628,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2002-Q4,695,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2003-Q1,1133,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2003-Q2,274,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2003-Q3,30,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2003-Q4,209,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2004-Q1,964,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2004-Q2,380,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2004-Q3,191,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2004-Q4,367,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2005-Q1,1418,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2005-Q2,483,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2005-Q3,778,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2005-Q4,1328,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2006-Q1,794,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2006-Q2,871,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2006-Q3,1377,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2006-Q4,1834,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2007-Q1,2163,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2007-Q2,2100,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2007-Q3,697,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2007-Q4,835,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2008-Q1,2301,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2008-Q2,1891,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2008-Q3,1175,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2008-Q4,1558,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2009-Q1,2250,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2009-Q2,1434,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2009-Q3,1525,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2009-Q4,1549,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2010-Q1,2502,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2010-Q2,1405,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2010-Q3,1072,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2010-Q4,1995,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2011-Q1,1904,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2011-Q2,1248,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2011-Q3,1903,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2011-Q4,2182,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2012-Q1,2783,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2012-Q2,1686,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2012-Q3,2047,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2012-Q4,1226,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2013-Q1,2270,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2013-Q2,1175,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2013-Q3,1433,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2013-Q4,1628,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2014-Q1,1872,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2014-Q2,609,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2014-Q3,1855,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2014-Q4,1327,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2015-Q1,2510,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2015-Q2,1322,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2015-Q3,1727,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2015-Q4,1334,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2016-Q1,2799,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2016-Q2,1431,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2016-Q3,3544,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2016-Q4,3238,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2017-Q1,4355,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2017-Q2,2583,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2017-Q3,3388,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2017-Q4,2892,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2018-Q1,4129,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2018-Q2,2907,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2018-Q3,2786,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2018-Q4,2612,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2019-Q1,3405,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2019-Q2,2334,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2019-Q3,2759,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2019-Q4,1780,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2020-Q1,2954,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2020-Q2,1862,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2020-Q3,123,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2020-Q4,676,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2021-Q1,1057,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2021-Q2,1070,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2021-Q3,-950,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2021-Q4,716,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Change Over Previous Quarter, Australian Capital Territory,Q: Quarterly,2022-Q1,2545,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1981-Q2,-1675,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1981-Q3,-1846,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1981-Q4,-988,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1982-Q1,-602,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1982-Q2,-1439,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1982-Q3,-722,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1982-Q4,60,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1983-Q1,140,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1983-Q2,194,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1983-Q3,406,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1983-Q4,88,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1984-Q1,-185,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1984-Q2,244,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1984-Q3,-601,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1984-Q4,-673,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1985-Q1,-156,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1985-Q2,-887,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1985-Q3,-659,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1985-Q4,-197,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1986-Q1,-91,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1986-Q2,-470,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1986-Q3,-1094,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1986-Q4,-1344,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1987-Q1,-794,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1987-Q2,-745,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1987-Q3,-48,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1987-Q4,-144,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1988-Q1,-459,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1988-Q2,-589,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1988-Q3,-333,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1988-Q4,138,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1989-Q1,573,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1989-Q2,-599,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1989-Q3,-170,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1989-Q4,136,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1990-Q1,267,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1990-Q2,-485,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1990-Q3,446,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1990-Q4,287,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1991-Q1,575,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1991-Q2,237,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1991-Q3,156,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1991-Q4,-325,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1992-Q1,50,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1992-Q2,-539,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1992-Q3,-1324,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1992-Q4,-810,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1993-Q1,-2136,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1993-Q2,-940,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1993-Q3,-786,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1993-Q4,-799,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1994-Q1,-1445,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1994-Q2,-948,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1994-Q3,-1504,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1994-Q4,-1357,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1995-Q1,-2214,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1995-Q2,-1994,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1995-Q3,-2144,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1995-Q4,-1493,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1996-Q1,-1465,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1996-Q2,-1090,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1996-Q3,-1209,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1996-Q4,-855,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1997-Q1,-710,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1997-Q2,-544,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1997-Q3,-468,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1997-Q4,-743,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1998-Q1,-283,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1998-Q2,-502,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1998-Q3,-144,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1998-Q4,-552,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1999-Q1,-381,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1999-Q2,-554,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1999-Q3,-326,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,1999-Q4,-943,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,2000-Q1,-1425,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,2000-Q2,-837,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,2000-Q3,-618,NUM: Number,0: Units,,
ABS:ERP_COMP_Q(1.0.0), Net Internal Migration, South Australia,Q: Quarterly,2000-Q4,-789,NUM: Number,0: Units,,
