DATAFLOW,MEASURE: Measure,ESTIMATE_TYPE: Estimate Type,SEX: Sex,SECTOR: Sector,INDUSTRY: Industry,TSEST: Adjustment Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,CHANGE : Change Over Previous,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2010-Q4,1271.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2011-Q2,1285.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2011-Q4,1313.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2012-Q2,1250.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2012-Q4,1282.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2013-Q2,1365.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2013-Q4,1382.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2014-Q2,1369.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2014-Q4,1357.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2015-Q2,1357.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2015-Q4,1321.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2016-Q2,1302.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2016-Q4,1370.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2017-Q2,1444.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2017-Q4,1408.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2018-Q2,1423.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2018-Q4,1454,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2019-Q2,1466.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2019-Q4,1476.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2020-Q2,1475.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2020-Q4,1505.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2021-Q2,1521.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2021-Q4,1519.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,Q: Health Care and Social Assistance,Original,Australia,Q: Quarterly,2022-Q2,1540.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,1994-Q4,611.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,1995-Q2,624.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,1995-Q4,705.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,1996-Q2,729.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,1996-Q4,706.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,1997-Q2,751.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,1997-Q4,727.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,1998-Q2,832,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,1998-Q4,806.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,1999-Q2,800.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,1999-Q4,810.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2000-Q2,847.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2000-Q4,866.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2001-Q2,884.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2001-Q4,934.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2002-Q2,977.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2002-Q4,963.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2003-Q2,1010.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2003-Q4,1037,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2004-Q2,1082.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2004-Q4,1082.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2005-Q2,1089.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2005-Q4,1128.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2006-Q2,1171.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2006-Q4,1192.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2007-Q2,1249.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2007-Q4,1317.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2008-Q2,1370.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2008-Q4,1381.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2009-Q2,1461.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2009-Q4,1474.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2010-Q2,1493.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2010-Q4,1569.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2011-Q2,1538.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2011-Q4,1619,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2012-Q2,1695.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2012-Q4,1805.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2013-Q2,1873.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2013-Q4,1909.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2014-Q2,1892,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2014-Q4,1953.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2015-Q2,2019.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2015-Q4,2005,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2016-Q2,2024.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2016-Q4,1981,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2017-Q2,2013.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2017-Q4,2012.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2018-Q2,2046.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2018-Q4,2092.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2019-Q2,2173.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2019-Q4,2167.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2020-Q2,2228,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2020-Q4,2180.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2021-Q2,2274.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2021-Q4,2222.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,B: Mining,Original,Australia,Q: Quarterly,2022-Q2,2228,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,1994-Q4,625.8,AUD: Australian Dollars,-71.91%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,1995-Q2,637.5,AUD: Australian Dollars,1.87%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,1995-Q4,638.6,AUD: Australian Dollars,0.17%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,1996-Q2,655.2,AUD: Australian Dollars,2.60%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,1996-Q4,671.2,AUD: Australian Dollars,2.44%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,1997-Q2,693.1,AUD: Australian Dollars,3.26%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,1997-Q4,699.7,AUD: Australian Dollars,0.95%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,1998-Q2,721.5,AUD: Australian Dollars,3.12%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,1998-Q4,739.5,AUD: Australian Dollars,2.49%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,1999-Q2,743,AUD: Australian Dollars,0.47%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,1999-Q4,751.4,AUD: Australian Dollars,1.13%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2000-Q2,764.3,AUD: Australian Dollars,1.72%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2000-Q4,774.8,AUD: Australian Dollars,1.37%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2001-Q2,791.8,AUD: Australian Dollars,2.19%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2001-Q4,803.9,AUD: Australian Dollars,1.53%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2002-Q2,819.8,AUD: Australian Dollars,1.98%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2002-Q4,824.6,AUD: Australian Dollars,0.59%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2003-Q2,852.9,AUD: Australian Dollars,3.43%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2003-Q4,865.8,AUD: Australian Dollars,1.51%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2004-Q2,885.3,AUD: Australian Dollars,2.25%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2004-Q4,901,AUD: Australian Dollars,1.77%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2005-Q2,913.3,AUD: Australian Dollars,1.37%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2005-Q4,942.5,AUD: Australian Dollars,3.20%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2006-Q2,954.9,AUD: Australian Dollars,1.32%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2006-Q4,986.1,AUD: Australian Dollars,3.27%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2007-Q2,1002.1,AUD: Australian Dollars,1.62%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2007-Q4,1012,AUD: Australian Dollars,0.99%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2008-Q2,1022.3,AUD: Australian Dollars,1.02%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2008-Q4,1048.3,AUD: Australian Dollars,2.54%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2009-Q2,1077.2,AUD: Australian Dollars,2.76%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2009-Q4,1107.6,AUD: Australian Dollars,2.82%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2010-Q2,1134.5,AUD: Australian Dollars,2.43%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2010-Q4,1161.9,AUD: Australian Dollars,2.42%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2011-Q2,1186.3,AUD: Australian Dollars,2.10%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2011-Q4,1203.4,AUD: Australian Dollars,1.44%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2012-Q2,1221.8,AUD: Australian Dollars,1.53%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2012-Q4,1257.4,AUD: Australian Dollars,2.91%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2013-Q2,1269.7,AUD: Australian Dollars,0.98%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2013-Q4,1282.7,AUD: Australian Dollars,1.02%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2014-Q2,1303.5,AUD: Australian Dollars,1.62%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2014-Q4,1306.3,AUD: Australian Dollars,0.21%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2015-Q2,1324.2,AUD: Australian Dollars,1.37%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2015-Q4,1349.2,AUD: Australian Dollars,1.89%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2016-Q2,1356.6,AUD: Australian Dollars,0.55%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2016-Q4,1390.8,AUD: Australian Dollars,2.52%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2017-Q2,1410.6,AUD: Australian Dollars,1.42%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2017-Q4,1432.6,AUD: Australian Dollars,1.56%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2018-Q2,1444.7,AUD: Australian Dollars,0.84%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2018-Q4,1468.2,AUD: Australian Dollars,1.63%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2019-Q2,1476.3,AUD: Australian Dollars,0.55%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2019-Q4,1506.1,AUD: Australian Dollars,2.02%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2020-Q2,1555.5,AUD: Australian Dollars,3.28%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2020-Q4,1563.6,AUD: Australian Dollars,0.52%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2021-Q2,1591,AUD: Australian Dollars,1.75%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2021-Q4,1609.4,AUD: Australian Dollars,1.16%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,2: Public,TOT: All Industries,Original,Australia,Q: Quarterly,2022-Q2,1647,AUD: Australian Dollars,2.34%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,Private and Public,R: Arts and Recreation Services,Original,Australia,Q: Quarterly,1994-Q4,430.7,AUD: Australian Dollars,-73.85%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,Private and Public,R: Arts and Recreation Services,Original,Australia,Q: Quarterly,1995-Q2,423.2,AUD: Australian Dollars,-1.74%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,Private and Public,R: Arts and Recreation Services,Original,Australia,Q: Quarterly,1995-Q4,424.8,AUD: Australian Dollars,0.38%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,Private and Public,R: Arts and Recreation Services,Original,Australia,Q: Quarterly,1996-Q2,441.5,AUD: Australian Dollars,3.93%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,Private and Public,R: Arts and Recreation Services,Original,Australia,Q: Quarterly,1996-Q4,405.4,AUD: Australian Dollars,-8.18%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,Private and Public,R: Arts and Recreation Services,Original,Australia,Q: Quarterly,1997-Q2,438.6,AUD: Australian Dollars,8.19%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,Private and Public,R: Arts and Recreation Services,Original,Australia,Q: Quarterly,1997-Q4,412.9,AUD: Australian Dollars,-5.86%,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,3: Persons,Private and Public,R: Arts and Recreation Services,Original,Australia,Q: Quarterly,1998-Q2,398,AUD: Australian Dollars,-3.61%,,
