DATAFLOW,MEASURE: Measure,ESTIMATE_TYPE: Estimate Type,SEX: Sex,SECTOR: Sector,INDUSTRY: Industry,TSEST: Adjustment Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,CHANGE : Change Over Previous,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,1997-Q2,791.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,1997-Q4,831.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,1998-Q2,813.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,1998-Q4,831.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,1999-Q2,822.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,1999-Q4,863.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2000-Q2,876.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2000-Q4,885,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2001-Q2,967.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2001-Q4,983.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2002-Q2,1032.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2002-Q4,1060.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2003-Q2,1075.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2003-Q4,1120.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2004-Q2,1104.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2004-Q4,1145.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2005-Q2,1168,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2005-Q4,1172.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2006-Q2,1179.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2006-Q4,1238.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2007-Q2,1306.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2007-Q4,1358.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2008-Q2,1360,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2008-Q4,1393.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2009-Q2,1419.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2009-Q4,1431.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2010-Q2,1472.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2010-Q4,1507.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2011-Q2,1537.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2011-Q4,1541.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2012-Q2,1586.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2012-Q4,1620.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2013-Q2,1666.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2013-Q4,1658.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2014-Q2,1629.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2014-Q4,1641.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2015-Q2,1695.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2015-Q4,1699,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2016-Q2,1785.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2016-Q4,1812.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2017-Q2,1830.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2017-Q4,1890.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2018-Q2,1833.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2018-Q4,1877.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2019-Q2,1873.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2019-Q4,1839.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2020-Q2,1948.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2020-Q4,1870.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2021-Q2,1909.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2021-Q4,2045.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,1: Males,Private and Public,J: Information Media and Telecommunications,Original,Australia,Q: Quarterly,2022-Q2,2085.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,1994-Q4,390.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,1995-Q2,390.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,1995-Q4,400.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,1996-Q2,413.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,1996-Q4,421.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,1997-Q2,414.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,1997-Q4,414.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,1998-Q2,422.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,1998-Q4,441.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,1999-Q2,438.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,1999-Q4,446.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2000-Q2,463.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2000-Q4,494.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2001-Q2,496.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2001-Q4,530.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2002-Q2,544.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2002-Q4,541.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2003-Q2,533.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2003-Q4,537.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2004-Q2,537.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2004-Q4,557.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2005-Q2,574.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2005-Q4,610.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2006-Q2,638.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2006-Q4,657.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2007-Q2,676,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2007-Q4,702.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2008-Q2,722.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2008-Q4,773.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2009-Q2,768.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2009-Q4,753.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2010-Q2,787.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2010-Q4,798.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2011-Q2,753.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2011-Q4,786.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2012-Q2,807,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2012-Q4,811,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2013-Q2,794.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2013-Q4,793.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2014-Q2,842.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2014-Q4,857.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2015-Q2,901.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2015-Q4,889.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2016-Q2,863.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2016-Q4,889.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2017-Q2,902.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2017-Q4,947.3,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2018-Q2,953.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2018-Q4,931.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2019-Q2,984.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2019-Q4,994,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2020-Q2,1031.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2020-Q4,1037.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2021-Q2,1115.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2021-Q4,1161.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,"L: Rental, Hiring and Real Estate Services",Original,Australia,Q: Quarterly,2022-Q2,1137.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,1994-Q4,505.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,1995-Q2,516.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,1995-Q4,518.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,1996-Q2,521.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,1996-Q4,523.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,1997-Q2,543.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,1997-Q4,549.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,1998-Q2,564.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,1998-Q4,575.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,1999-Q2,571.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,1999-Q4,576.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2000-Q2,580.7,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2000-Q4,588.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2001-Q2,614.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2001-Q4,620.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2002-Q2,635,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2002-Q4,647.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2003-Q2,669.5,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2003-Q4,675.4,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2004-Q2,698.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2004-Q4,718,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2005-Q2,720.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2005-Q4,724.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2006-Q2,752.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2006-Q4,761.9,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2007-Q2,784.2,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2007-Q4,777.1,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2008-Q2,784.6,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2008-Q4,794.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2009-Q2,829.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2009-Q4,845.8,AUD: Australian Dollars,,,
ABS:AWE(1.0.0), All employees average weekly total earnings,Earnings,2: Females,Private and Public,P: Education and Training,Original,Australia,Q: Quarterly,2010-Q2,874.9,AUD: Australian Dollars,,,
