,quarter_id,state_id,net_change
111,252,3114,443.0
112,273,553,-235.0
113,273,2854,-1646.0
114,273,747,2.0
115,273,2326,3639.0
116,273,2841,-673.0
117,273,2273,147.0
118,273,1287,-1167.0
119,273,3114,-67.0
120,287,553,155.0
121,287,2854,-1219.0
122,287,747,-237.0
123,287,2326,3401.0
124,287,2841,-156.0
125,287,2273,14.0
126,287,1287,-2328.0
127,287,3114,370.0
128,307,553,1402.0
129,307,2854,-3823.0
130,307,747,426.0
131,307,2326,2197.0
132,307,2841,-887.0
133,307,2273,510.0
134,307,1287,-1049.0
135,307,3114,1224.0
136,325,553,664.0
137,325,2854,-3549.0
138,325,747,466.0
139,325,2326,4012.0
140,325,2841,-659.0
141,325,2273,-284.0
142,325,1287,-2754.0
143,325,3114,2104.0
144,344,553,966.0
145,344,2854,-3641.0
146,344,747,371.0
147,344,2326,4607.0
148,344,2841,-197.0
149,344,2273,21.0
150,344,1287,-4159.0
151,344,3114,2032.0
152,368,553,-138.0
153,368,2854,-2127.0
154,368,747,-543.0
155,368,2326,3861.0
156,368,2841,-91.0
157,368,2273,-26.0
158,368,1287,-3458.0
159,368,3114,2522.0
160,387,553,291.0
161,387,2854,-3145.0
162,387,747,-787.0
163,387,2326,4020.0
164,387,2841,-470.0
165,387,2273,151.0
166,387,1287,-2830.0
167,387,3114,2770.0
168,402,553,627.0
169,402,2854,-2476.0
170,402,747,142.0
171,402,2326,4157.0
172,402,2841,-1094.0
173,402,2273,-229.0
174,402,1287,-3195.0
175,402,3114,2068.0
176,420,553,362.0
177,420,2854,-1397.0
178,420,747,201.0
179,420,2326,4969.0
180,420,2841,-1344.0
181,420,2273,-260.0
182,420,1287,-3812.0
183,420,3114,1281.0
184,439,553,399.0
185,439,2854,-2887.0
186,439,747,15.0
187,439,2326,6292.0
188,439,2841,-794.0
189,439,2273,-688.0
190,439,1287,-3921.0
191,439,3114,1584.0
192,463,553,552.0
193,463,2854,-2764.0
194,463,747,-478.0
195,463,2326,4300.0
196,463,2841,-745.0
197,463,2273,-331.0
198,463,1287,-2177.0
199,463,3114,1643.0
200,478,553,586.0
201,478,2854,-2003.0
202,478,747,-185.0
203,478,2326,4950.0
204,478,2841,-48.0
205,478,2273,-847.0
206,478,1287,-3371.0
207,478,3114,918.0
208,497,553,553.0
209,497,2854,-3141.0
210,497,747,-904.0
211,497,2326,7329.0
212,497,2841,-144.0
213,497,2273,-440.0
214,497,1287,-4396.0
215,497,3114,1143.0
216,515,553,562.0
217,515,2854,-4029.0
218,515,747,-1093.0
219,515,2326,9097.0
220,515,2841,-459.0
221,515,2273,-349.0
222,515,1287,-4823.0
223,515,3114,1094.0
224,534,553,361.0
225,534,2854,-4167.0
226,534,747,-947.0
227,534,2326,6344.0
228,534,2841,-589.0
229,534,2273,-288.0
230,534,1287,-1833.0
231,534,3114,1119.0
232,558,553,-341.0
233,558,2854,-7495.0
234,558,747,-143.0
235,558,2326,8992.0
236,558,2841,-333.0
237,558,2273,-194.0
238,558,1287,-2076.0
239,558,3114,1590.0
240,572,553,-257.0
241,572,2854,-7594.0
242,572,747,-141.0
243,572,2326,9828.0
244,572,2841,138.0
245,572,2273,-232.0
246,572,1287,-3167.0
247,572,3114,1425.0
248,592,553,472.0
249,592,2854,-11342.0
250,592,747,-458.0
251,592,2326,15327.0
252,592,2841,573.0
253,592,2273,92.0
254,592,1287,-5125.0
255,592,3114,461.0
256,610,553,12.0
257,610,2854,-11543.0
258,610,747,-727.0
259,610,2326,12915.0
260,610,2841,-599.0
261,610,2273,537.0
262,610,1287,-2136.0
263,610,3114,1541.0
264,629,553,35.0
265,629,2854,-10427.0
266,629,747,-406.0
267,629,2326,11289.0
268,629,2841,-170.0
269,629,2273,681.0
270,629,1287,-2340.0
271,629,3114,1338.0
272,653,553,644.0
273,653,2854,-9163.0
274,653,747,-410.0
275,653,2326,9441.0
276,653,2841,136.0
277,653,2273,446.0
278,653,1287,-1966.0
279,653,3114,872.0
280,667,553,-106.0
281,667,2854,-8884.0
282,667,747,-502.0
283,667,2326,11167.0
284,667,2841,267.0
285,667,2273,481.0
286,667,1287,-3139.0
287,667,3114,716.0
288,686,553,757.0
289,686,2854,-7509.0
290,686,747,148.0
291,686,2326,6205.0
292,686,2841,-485.0
293,686,2273,1182.0
294,686,1287,-384.0
295,686,3114,86.0
296,705,553,495.0
297,705,2854,-5141.0
298,705,747,-332.0
299,705,2326,6175.0
300,705,2841,446.0
301,705,2273,412.0
302,705,1287,-2322.0
303,705,3114,267.0
304,724,553,636.0
305,724,2854,-6389.0
306,724,747,49.0
307,724,2326,9002.0
308,724,2841,287.0
309,724,2273,94.0
310,724,1287,-3208.0
311,724,3114,-471.0
312,743,553,758.0
313,743,2854,-3372.0
314,743,747,-537.0
315,743,2326,8867.0
316,743,2841,575.0
317,743,2273,155.0
318,743,1287,-5335.0
319,743,3114,-1111.0
320,767,553,1043.0
321,767,2854,-2304.0
322,767,747,-332.0
323,767,2326,5665.0
324,767,2841,237.0
325,767,2273,155.0
326,767,1287,-3988.0
327,767,3114,-476.0
328,787,553,79.0
329,787,2854,-2989.0
330,787,747,90.0
331,787,2326,7384.0
332,787,2841,156.0
333,787,2273,91.0
334,787,1287,-4626.0
335,787,3114,-185.0
336,801,553,39.0
337,801,2854,-3719.0
338,801,747,-419.0
339,801,2326,9047.0
340,801,2841,-325.0
341,801,2273,-30.0
342,801,1287,-4506.0
343,801,3114,-87.0
344,819,553,543.0
345,819,2854,-5164.0
346,819,747,-56.0
347,819,2326,11028.0
348,819,2841,50.0
349,819,2273,-154.0
350,819,1287,-5954.0
351,819,3114,-293.0
352,838,553,704.0
353,838,2854,-1935.0
354,838,747,-584.0
355,838,2326,6640.0
356,838,2841,-539.0
357,838,2273,-196.0
358,838,1287,-3341.0
359,838,3114,-749.0
360,862,553,174.0
361,862,2854,-3407.0
362,862,747,-431.0
363,862,2326,11467.0
364,862,2841,-1324.0
365,862,2273,-417.0
366,862,1287,-6596.0
367,862,3114,534.0
368,877,553,-297.0
369,877,2854,-5250.0
370,877,747,462.0
371,877,2326,11289.0
372,877,2841,-810.0
373,877,2273,-44.0
374,877,1287,-5120.0
375,877,3114,-230.0
376,896,553,1410.0
377,896,2854,-5784.0
378,896,747,-182.0
379,896,2326,16153.0
380,896,2841,-2136.0
381,896,2273,-471.0
382,896,1287,-7738.0
383,896,3114,-1252.0
384,914,553,29.0
385,914,2854,-3094.0
386,914,747,-548.0
387,914,2326,10253.0
388,914,2841,-940.0
389,914,2273,-562.0
390,914,1287,-5934.0
391,914,3114,796.0
392,933,553,-45.0
393,933,2854,-2998.0
394,933,747,126.0
395,933,2326,12267.0
396,933,2841,-786.0
397,933,2273,-351.0
398,933,1287,-8573.0
399,933,3114,360.0
400,957,553,-113.0
401,957,2854,-2895.0
402,957,747,-215.0
403,957,2326,10143.0
404,957,2841,-799.0
405,957,2273,-490.0
406,957,1287,-6473.0
407,957,3114,842.0
408,972,553,-284.0
409,972,2854,-2330.0
410,972,747,-425.0
411,972,2326,12793.0
412,972,2841,-1445.0
413,972,2273,-862.0
414,972,1287,-8543.0
415,972,3114,1096.0
416,991,553,16.0
417,991,2854,-3957.0
418,991,747,-361.0
419,991,2326,9733.0
420,991,2841,-948.0
421,991,2273,-404.0
422,991,1287,-5606.0
423,991,3114,1527.0
424,1009,553,-288.0
425,1009,2854,-2412.0
426,1009,747,-519.0
427,1009,2326,9339.0
428,1009,2841,-1504.0
429,1009,2273,-409.0
430,1009,1287,-5694.0
431,1009,3114,1487.0
432,1028,553,-187.0
433,1028,2854,-3658.0
434,1028,747,367.0
435,1028,2326,9954.0
436,1028,2841,-1357.0
437,1028,2273,-753.0
438,1028,1287,-4907.0
439,1028,3114,541.0
440,1052,553,629.0
441,1052,2854,-4447.0
442,1052,747,778.0
443,1052,2326,10659.0
444,1052,2841,-2214.0
445,1052,2273,-746.0
446,1052,1287,-6357.0
447,1052,3114,1698.0
448,1067,553,-640.0
449,1067,2854,-2961.0
450,1067,747,-242.0
451,1067,2326,10272.0
452,1067,2841,-1994.0
453,1067,2273,-748.0
454,1067,1287,-5062.0
455,1067,3114,1375.0
456,1086,553,-196.0
457,1086,2854,-2527.0
458,1086,747,-188.0
459,1086,2326,8643.0
460,1086,2841,-2144.0
461,1086,2273,-623.0
462,1086,1287,-4088.0
463,1086,3114,1123.0
464,1104,553,-972.0
465,1104,2854,-4506.0
466,1104,747,1068.0
467,1104,2326,8898.0
468,1104,2841,-1493.0
469,1104,2273,-614.0
470,1104,1287,-2698.0
471,1104,3114,317.0
472,1123,553,437.0
473,1123,2854,-5522.0
474,1123,747,-46.0
475,1123,2326,9495.0
476,1123,2841,-1465.0
477,1123,2273,-884.0
478,1123,1287,-3203.0
479,1123,3114,1188.0
480,1147,553,75.0
481,1147,2854,-2215.0
482,1147,747,-506.0
483,1147,2326,5578.0
484,1147,2841,-1090.0
485,1147,2273,-469.0
486,1147,1287,-2811.0
487,1147,3114,1438.0
488,1161,553,-467.0
489,1161,2854,-3401.0
490,1161,747,647.0
491,1161,2326,6409.0
492,1161,2841,-1209.0
493,1161,2273,-650.0
494,1161,1287,-2606.0
495,1161,3114,1289.0
496,1181,553,-292.0
497,1181,2854,-3241.0
498,1181,747,365.0
499,1181,2326,5321.0
500,1181,2841,-855.0
501,1181,2273,-919.0
502,1181,1287,-1361.0
503,1181,3114,994.0
504,1199,553,-688.0
505,1199,2854,-2519.0
506,1199,747,-2.0
507,1199,2326,3561.0
508,1199,2841,-710.0
509,1199,2273,-740.0
510,1199,1287,-684.0
511,1199,3114,1795.0
512,1218,553,-1023.0
513,1218,2854,-1500.0
514,1218,747,744.0
515,1218,2326,4314.0
516,1218,2841,-544.0
517,1218,2273,-1016.0
518,1218,1287,-1544.0
519,1218,3114,582.0
520,1242,553,-934.0
521,1242,2854,-3144.0
522,1242,747,-62.0
523,1242,2326,5274.0
524,1242,2841,-468.0
525,1242,2273,-791.0
526,1242,1287,-539.0
527,1242,3114,676.0
528,1257,553,-536.0
529,1257,2854,-3555.0
530,1257,747,-139.0
531,1257,2326,4995.0
532,1257,2841,-743.0
533,1257,2273,-864.0
534,1257,1287,126.0
535,1257,3114,727.0
536,1276,553,-477.0
537,1276,2854,-2425.0
538,1276,747,-203.0
539,1276,2326,2925.0
540,1276,2841,-283.0
541,1276,2273,-952.0
542,1276,1287,117.0
543,1276,3114,1312.0
544,1294,553,-35.0
545,1294,2854,-3125.0
546,1294,747,-68.0
547,1294,2326,4230.0
548,1294,2841,-502.0
549,1294,2273,-1026.0
550,1294,1287,26.0
551,1294,3114,512.0
552,1313,553,-427.0
553,1313,2854,-2663.0
554,1313,747,-54.0
555,1313,2326,3638.0
556,1313,2841,-144.0
557,1313,2273,-750.0
558,1313,1287,-427.0
559,1313,3114,838.0
560,1337,553,-353.0
561,1337,2854,-3750.0
562,1337,747,-363.0
563,1337,2326,4640.0
564,1337,2841,-552.0
565,1337,2273,-1007.0
566,1337,1287,1678.0
567,1337,3114,-281.0
568,1351,553,54.0
569,1351,2854,-2909.0
570,1351,747,-174.0
571,1351,2326,3682.0
572,1351,2841,-381.0
573,1351,2273,-862.0
574,1351,1287,526.0
575,1351,3114,77.0
576,1371,553,220.0
577,1371,2854,-3728.0
578,1371,747,-362.0
579,1371,2326,4722.0
580,1371,2841,-554.0
581,1371,2273,-698.0
582,1371,1287,750.0
583,1371,3114,-338.0
584,1389,553,-26.0
585,1389,2854,-2970.0
586,1389,747,-364.0
587,1389,2326,4057.0
588,1389,2841,-326.0
589,1389,2273,-600.0
590,1389,1287,689.0
591,1389,3114,-448.0
592,1408,553,130.0
593,1408,2854,-4295.0
594,1408,747,83.0
595,1408,2326,4572.0
596,1408,2841,-943.0
597,1408,2273,-686.0
598,1408,1287,1918.0
599,1408,3114,-767.0
600,1432,553,189.0
601,1432,2854,-3580.0
602,1432,747,-472.0
603,1432,2326,5133.0
604,1432,2841,-1425.0
605,1432,2273,-687.0
606,1432,1287,1529.0
607,1432,3114,-674.0
608,1446,553,-384.0
609,1446,2854,-3429.0
610,1446,747,-154.0
611,1446,2326,4691.0
612,1446,2841,-837.0
613,1446,2273,-659.0
614,1446,1287,1083.0
615,1446,3114,-298.0
616,1465,553,-145.0
617,1465,2854,-3427.0
618,1465,747,-374.0
619,1465,2326,4653.0
620,1465,2841,-618.0
621,1465,2273,-649.0
622,1465,1287,1226.0
623,1465,3114,-660.0
624,1484,553,122.0
625,1484,2854,-4272.0
626,1484,747,-621.0
627,1484,2326,5890.0
628,1484,2841,-789.0
629,1484,2273,-538.0
630,1484,1287,1082.0
631,1484,3114,-869.0
632,1503,553,158.0
633,1503,2854,-4182.0
634,1503,747,-374.0
635,1503,2326,4301.0
636,1503,2841,-821.0
637,1503,2273,-393.0
638,1503,1287,1986.0
639,1503,3114,-669.0
640,1522,553,272.0
641,1522,2854,-4434.0
642,1522,747,-223.0
643,1522,2326,5180.0
644,1522,2841,-190.0
645,1522,2273,-556.0
646,1522,1287,869.0
647,1522,3114,-912.0
648,1546,553,-342.0
649,1546,2854,-4092.0
650,1546,747,-414.0
651,1546,2326,5363.0
652,1546,2841,-509.0
653,1546,2273,-392.0
654,1546,1287,1020.0
655,1546,3114,-627.0
656,1561,553,265.0
657,1561,2854,-6814.0
658,1561,747,-740.0
659,1561,2326,7833.0
660,1561,2841,-32.0
661,1561,2273,-503.0
662,1561,1287,1229.0
663,1561,3114,-1229.0
664,1580,553,161.0
665,1580,2854,-6631.0
666,1580,747,-663.0
667,1580,2326,6746.0
668,1580,2841,-396.0
669,1580,2273,-226.0
670,1580,1287,1796.0
671,1580,3114,-778.0
672,1598,553,-281.0
673,1598,2854,-7565.0
674,1598,747,-181.0
675,1598,2326,10093.0
676,1598,2841,-371.0
677,1598,2273,-302.0
678,1598,1287,-436.0
679,1598,3114,-948.0
680,1617,553,-293.0
681,1617,2854,-7317.0
682,1617,747,-827.0
683,1617,2326,9565.0
684,1617,2841,107.0
685,1617,2273,40.0
686,1617,1287,-489.0
687,1617,3114,-778.0
688,1641,553,35.0
689,1641,2854,-9561.0
690,1641,747,-769.0
691,1641,2326,11033.0
692,1641,2841,-568.0
693,1641,2273,466.0
694,1641,1287,273.0
695,1641,3114,-899.0
696,1656,553,-195.0
697,1656,2854,-7417.0
698,1656,747,-1011.0
699,1656,2326,7943.0
700,1656,2841,-385.0
701,1656,2273,842.0
702,1656,1287,517.0
703,1656,3114,-286.0
704,1675,553,-349.0
705,1675,2854,-8172.0
706,1675,747,-161.0
707,1675,2326,9443.0
708,1675,2841,-345.0
709,1675,2273,645.0
710,1675,1287,-1044.0
711,1675,3114,-9.0
712,1693,553,-691.0
713,1693,2854,-7741.0
714,1693,747,-624.0
715,1693,2326,8866.0
716,1693,2841,-588.0
717,1693,2273,851.0
718,1693,1287,-475.0
719,1693,3114,410.0
720,1712,553,-579.0
721,1712,2854,-8616.0
722,1712,747,-487.0
723,1712,2326,10101.0
724,1712,2841,-334.0
725,1712,2273,799.0
726,1712,1287,-1219.0
727,1712,3114,344.0
728,1736,553,-155.0
729,1736,2854,-7239.0
730,1736,747,-425.0
731,1736,2326,7675.0
732,1736,2841,-946.0
733,1736,2273,779.0
734,1736,1287,-365.0
735,1736,3114,686.0
736,1751,553,-161.0
737,1751,2854,-7502.0
738,1751,747,49.0
739,1751,2326,8856.0
740,1751,2841,-1042.0
741,1751,2273,145.0
742,1751,1287,-992.0
743,1751,3114,655.0
744,1770,553,-663.0
745,1770,2854,-6116.0
746,1770,747,-11.0
747,1770,2326,7315.0
748,1770,2841,-468.0
749,1770,2273,158.0
750,1770,1287,-672.0
751,1770,3114,463.0
752,1788,553,-152.0
753,1788,2854,-7071.0
754,1788,747,-95.0
755,1788,2326,8506.0
756,1788,2841,-1063.0
757,1788,2273,-71.0
758,1788,1287,-554.0
759,1788,3114,508.0
760,1807,553,108.0
761,1807,2854,-6828.0
762,1807,747,342.0
763,1807,2326,7467.0
764,1807,2841,-1017.0
765,1807,2273,107.0
766,1807,1287,-910.0
767,1807,3114,739.0
768,1831,553,-135.0
769,1831,2854,-6306.0
770,1831,747,374.0
771,1831,2326,7083.0
772,1831,2841,-678.0
773,1831,2273,73.0
774,1831,1287,-934.0
775,1831,3114,531.0
776,1846,553,11.0
777,1846,2854,-5563.0
778,1846,747,20.0
779,1846,2326,6313.0
780,1846,2841,-724.0
781,1846,2273,-6.0
782,1846,1287,-1033.0
783,1846,3114,992.0
784,1865,553,486.0
785,1865,2854,-7787.0
786,1865,747,-10.0
787,1865,2326,8278.0
788,1865,2841,-947.0
789,1865,2273,132.0
790,1865,1287,-694.0
791,1865,3114,556.0
792,1883,553,-463.0
793,1883,2854,-6188.0
794,1883,747,-295.0
795,1883,2326,5464.0
796,1883,2841,-205.0
797,1883,2273,13.0
798,1883,1287,298.0
799,1883,3114,1387.0
800,1902,553,224.0
801,1902,2854,-6038.0
802,1902,747,-268.0
803,1902,2326,6552.0
804,1902,2841,-835.0
805,1902,2273,-221.0
806,1902,1287,-402.0
807,1902,3114,998.0
808,1926,553,158.0
809,1926,2854,-5523.0
810,1926,747,267.0
811,1926,2326,4853.0
812,1926,2841,-500.0
813,1926,2273,-159.0
814,1926,1287,-203.0
815,1926,3114,1076.0
816,1940,553,832.0
817,1940,2854,-7796.0
818,1940,747,-35.0
819,1940,2326,7284.0
820,1940,2841,-1053.0
821,1940,2273,-118.0
822,1940,1287,-306.0
823,1940,3114,1152.0
824,1960,553,506.0
825,1960,2854,-6051.0
826,1960,747,43.0
827,1960,2326,5619.0
828,1960,2841,-1033.0
829,1960,2273,-55.0
830,1960,1287,-556.0
831,1960,3114,1490.0
832,1978,553,969.0
833,1978,2854,-6901.0
834,1978,747,168.0
835,1978,2326,5625.0
836,1978,2841,-785.0
837,1978,2273,-205.0
838,1978,1287,-552.0
839,1978,3114,1644.0
840,1997,553,-485.0
841,1997,2854,-4892.0
842,1997,747,426.0
843,1997,2326,4775.0
844,1997,2841,-888.0
845,1997,2273,247.0
846,1997,1287,-148.0
847,1997,3114,932.0
848,2021,553,-98.0
849,2021,2854,-5070.0
850,2021,747,440.0
851,2021,2326,5934.0
852,2021,2841,-958.0
853,2021,2273,225.0
854,2021,1287,-1302.0
855,2021,3114,789.0
856,2036,553,309.0
857,2036,2854,-5330.0
858,2036,747,19.0
859,2036,2326,4248.0
860,2036,2841,-1351.0
861,2036,2273,193.0
862,2036,1287,118.0
863,2036,3114,1757.0
864,2055,553,534.0
865,2055,2854,-5488.0
866,2055,747,504.0
867,2055,2326,4452.0
868,2055,2841,-1024.0
869,2055,2273,65.0
870,2055,1287,-592.0
871,2055,3114,1513.0
872,2073,553,-506.0
873,2073,2854,-5323.0
874,2073,747,299.0
875,2073,2326,4447.0
876,2073,2841,-1127.0
877,2073,2273,355.0
878,2073,1287,138.0
879,2073,3114,1684.0
880,2092,553,211.0
881,2092,2854,-5386.0
882,2092,747,59.0
883,2092,2326,4369.0
884,2092,2841,-1418.0
885,2092,2273,513.0
886,2092,1287,111.0
887,2092,3114,1499.0
888,2116,553,-27.0
889,2116,2854,-4537.0
890,2116,747,156.0
891,2116,2326,3031.0
892,2116,2841,-1147.0
893,2116,2273,261.0
894,2116,1287,872.0
895,2116,3114,1356.0
896,2130,553,13.0
897,2130,2854,-3421.0
898,2130,747,420.0
899,2130,2326,2855.0
900,2130,2841,-710.0
901,2130,2273,-66.0
902,2130,1287,402.0
903,2130,3114,473.0
904,2150,553,-308.0
905,2150,2854,-2197.0
906,2150,747,75.0
907,2150,2326,2082.0
908,2150,2841,-406.0
909,2150,2273,87.0
910,2150,1287,419.0
911,2150,3114,218.0
912,2168,553,221.0
913,2168,2854,-2536.0
914,2168,747,-284.0
915,2168,2326,2023.0
916,2168,2841,-788.0
917,2168,2273,30.0
918,2168,1287,899.0
919,2168,3114,398.0
920,2187,553,297.0
921,2187,2854,-2065.0
922,2187,747,-329.0
923,2187,2326,589.0
924,2187,2841,-848.0
925,2187,2273,456.0
926,2187,1287,1057.0
927,2187,3114,810.0
928,2211,553,217.0
929,2211,2854,-2660.0
930,2211,747,-123.0
931,2211,2326,1478.0
932,2211,2841,-667.0
933,2211,2273,91.0
934,2211,1287,939.0
935,2211,3114,693.0
936,2225,553,4.0
937,2225,2854,-2293.0
938,2225,747,-288.0
939,2225,2326,1608.0
940,2225,2841,-808.0
941,2225,2273,49.0
942,2225,1287,334.0
943,2225,3114,1397.0
944,2244,553,1222.0
945,2244,2854,-3831.0
946,2244,747,-859.0
947,2244,2326,1709.0
948,2244,2841,-715.0
949,2244,2273,118.0
950,2244,1287,801.0
951,2244,3114,1557.0
952,2263,553,-16.0
953,2263,2854,-3360.0
954,2263,747,-1077.0
955,2263,2326,1490.0
956,2263,2841,-400.0
957,2263,2273,1.0
958,2263,1287,1327.0
959,2263,3114,2038.0
960,2282,553,144.0
961,2282,2854,-4012.0
962,2282,747,-325.0
963,2282,2326,1988.0
964,2282,2841,-691.0
965,2282,2273,-215.0
966,2282,1287,1072.0
967,2282,3114,2041.0
968,2301,553,139.0
969,2301,2854,-3698.0
970,2301,747,37.0
971,2301,2326,2638.0
972,2301,2841,-855.0
973,2301,2273,-209.0
974,2301,1287,505.0
975,2301,3114,1444.0
976,2325,553,570.0
977,2325,2854,-4999.0
978,2325,747,-458.0
979,2325,2326,3271.0
980,2325,2841,-858.0
981,2325,2273,-640.0
982,2325,1287,978.0
983,2325,3114,2137.0
984,2339,553,125.0
985,2339,2854,-4948.0
986,2339,747,-340.0
987,2339,2326,3197.0
988,2339,2841,-943.0
989,2339,2273,-522.0
990,2339,1287,759.0
991,2339,3114,2672.0
992,2359,553,311.0
993,2359,2854,-4470.0
994,2359,747,70.0
995,2359,2326,2676.0
996,2359,2841,-564.0
997,2359,2273,-554.0
998,2359,1287,175.0
999,2359,3114,2356.0
1000,2377,553,186.0
1001,2377,2854,-3786.0
1002,2377,747,38.0
1003,2377,2326,2983.0
1004,2377,2841,-1038.0
1005,2377,2273,-450.0
1006,2377,1287,582.0
1007,2377,3114,1484.0
1008,2396,553,-6.0
1009,2396,2854,-3718.0
1010,2396,747,-149.0
1011,2396,2326,2069.0
1012,2396,2841,-1271.0
1013,2396,2273,-249.0
1014,2396,1287,1732.0
1015,2396,3114,1592.0
1016,2420,553,65.0
1017,2420,2854,-3725.0
1018,2420,747,-291.0
1019,2420,2326,1990.0
1020,2420,2841,-1269.0
1021,2420,2273,-253.0
1022,2420,1287,1882.0
1023,2420,3114,1601.0
1024,2435,553,-43.0
1025,2435,2854,-3416.0
1026,2435,747,-79.0
1027,2435,2326,1832.0
1028,2435,2841,-1183.0
1029,2435,2273,-334.0
1030,2435,1287,2224.0
1031,2435,3114,999.0
1032,2454,553,-321.0
1033,2454,2854,-1713.0
1034,2454,747,-270.0
1035,2454,2326,1515.0
1036,2454,2841,-974.0
1037,2454,2273,-256.0
1038,2454,1287,2051.0
1039,2454,3114,-32.0
1040,2472,553,529.0
1041,2472,2854,-2466.0
1042,2472,747,-896.0
1043,2472,2326,2089.0
1044,2472,2841,-1319.0
1045,2472,2273,83.0
1046,2472,1287,2439.0
1047,2472,3114,-459.0
1048,2491,553,-536.0
1049,2491,2854,-957.0
1050,2491,747,-622.0
1051,2491,2326,911.0
1052,2491,2841,-837.0
1053,2491,2273,-44.0
1054,2491,1287,2655.0
1055,2491,3114,-570.0
1056,2515,553,-484.0
1057,2515,2854,-1615.0
1058,2515,747,-633.0
1059,2515,2326,1779.0
1060,2515,2841,-760.0
1061,2515,2273,-218.0
1062,2515,1287,2594.0
1063,2515,3114,-663.0
1064,2530,553,-180.0
1065,2530,2854,-1184.0
1066,2530,747,-305.0
1067,2530,2326,1653.0
1068,2530,2841,-926.0
1069,2530,2273,-65.0
1070,2530,1287,1703.0
1071,2530,3114,-696.0
1072,2549,553,69.0
1073,2549,2854,-1826.0
1074,2549,747,-879.0
1075,2549,2326,1836.0
1076,2549,2841,-1134.0
1077,2549,2273,-297.0
1078,2549,1287,3289.0
1079,2549,3114,-1058.0
1080,2567,553,47.0
1081,2567,2854,-1662.0
1082,2567,747,-896.0
1083,2567,2326,1382.0
1084,2567,2841,-937.0
1085,2567,2273,148.0
1086,2567,1287,3105.0
1087,2567,3114,-1188.0
1088,2586,553,-39.0
1089,2586,2854,-2104.0
1090,2586,747,-261.0
1091,2586,2326,1990.0
1092,2586,2841,-1573.0
1093,2586,2273,341.0
1094,2586,1287,2982.0
1095,2586,3114,-1336.0
1096,2610,553,-96.0
1097,2610,2854,-2006.0
1098,2610,747,-298.0
1099,2610,2326,2119.0
1100,2610,2841,-1272.0
1101,2610,2273,315.0
1102,2610,1287,2661.0
1103,2610,3114,-1425.0
1104,2625,553,113.0
1105,2625,2854,-3131.0
1106,2625,747,-626.0
1107,2625,2326,3250.0
1108,2625,2841,-1972.0
1109,2625,2273,-185.0
1110,2625,1287,5197.0
1111,2625,3114,-2651.0
1112,2644,553,214.0
1113,2644,2854,-3262.0
1114,2644,747,-612.0
1115,2644,2326,3187.0
1116,2644,2841,-1865.0
1117,2644,2273,240.0
1118,2644,1287,4602.0
1119,2644,3114,-2511.0
